1278705043,@starsportsindia chillana h toh india-india chillana pak-pak toh murgi bhi karti h.. #indvspak,"
Covertly Aggressive
",General Non-threatening Aggression
1278707245,time 4 celebration....🎈🎈🎈🎆🎆🎆🎇🎇🎉🎉 abe zikhara dhavana ne khata khola hai yara 😂😂😂 #indvsuae,"
Covertly Aggressive
",General Non-threatening Aggression
1278707246,"#msg3successfulweeks cira ke dekha @gurmeetramrahim dila........mera.. , iss may bas tera hi nama hoga..!! 💝miss u papa ji💝","
Non Aggressive
",-
1278707247,rt @soniyaluvsu: @mukherjiratna adbhut kala ke maalik hain woh yahi saabit hota hai #shamitabh toh amitji hain ...@srbachchan http://t.co/3…,"
Non Aggressive
",-
1278707248,@newsflickshindi hama apase sahamata hai!#prabhukirail #railbudget2015 #railwaybudget,"
Non Aggressive
",-
1278707249,3 bara kohali ka kaica choड़oge anuska ko soca soca ke to haroge hi salo| :) #indvspak #jayahinda,"
Covertly Aggressive
",General Non-threatening Aggression
1278707250,saale ko ek run lene ki kya jarurat thi? #indvspak,"
Overtly Aggressive
",Curse / Abuse
1278707251,"""pe party walo ko pk movie dikhai de raha hai unhe bolo desh me bahut si buraiyan hai pahele use dur…"" — barunmanjhi http://t.co/sbbk3lyrun","
Covertly Aggressive
",General Non-threatening Aggression
1278707252,neem ka patta kadva hai shahid afridi bhadva hai #indvspak,"
Overtly Aggressive
",Curse / Abuse
1278707253,ye to bhala ho icc valo ka ki khane ka lalaca dikhakara iraphana ko maॅca khelane bulaya varana vo to basa peta pe latake patamga hi nikalata rehata haim 😂 #indvspak,"
Covertly Aggressive
",General Non-threatening Aggression
1278707254,"rt @jsingh341: rt gs5724: rt tarsem_insan: gurmeetramrahim 📢 #blockbustermsg muvi bahuta dekhi, msgthefilm jaisi nahim, preranadayaka stori, paha…","
Non Aggressive
",-
1278707255,"kejarivala hara 10 sekamda mem kyom bolate haim ki ye ama adami ki sarakara hai, baki rajyom ki sarakarom ke votarsa kya uae ke zekha haim #copied #aapsweep","
Covertly Aggressive
",Political Aggression
1278707256,chutiye akhtar ab tu hume batayega kon hai sachin tendulkar #indvssa,"
Overtly Aggressive
",Curse / Abuse
1278707257,apani jita ka itana gumana na kara kejarivala| aja bhi zahara mem teri jita se jyada modi ki hara ke carce haim.. #aapsweep #delhidecides #aapkidilli,"
Covertly Aggressive
",Political Aggression
1278707258,"hey sir @narendramodi , badnaseeb , naseeb wala ban gya #delhidecides","
Covertly Aggressive
",Political Aggression
1278707259,@gurmeetramrahim #blockbustermsg papa g kab aoge aap yrrrrr,"
Non Aggressive
",-
1278707260,#indianrailways #railbudget2015 skila davalapamemta mem relave bhi yogadana dega... puri khabara ke lie klika karem- http://t.co/ttxppl5ez1,"
Non Aggressive
",-
1278707261,#railbudget2015 prabhu ne khoda pahada para cuhiya taka na nikali.,"
Covertly Aggressive
",Political Aggression
1278707262,rt @himquantum: bjp ko assembly pahuchaane ke liye mulayam ki cycle kaafi hai #aapsweep #mufflermanreturns,"
Non Aggressive
",-
1278707263,iim in andhra pradesh...!! #unionbudget2015,"
Non Aggressive
",-
1278707264,"""aap"" jaisa koi..meri dilli mai aaye..toh baat ban jaaye.. haan haan baat ban jaaye #aapsweep #aapkidilli","
Non Aggressive
",-
1278707265,"@gurmeetramrahim #msgincinemas msg atm ko jgane wala saz hai🍀ik ny disha ka agaj hai🍀bhart ma ki awaz hai🍀bdlav ka shnkhnad hai🍀goodlukmsg!""","
Non Aggressive
",-
1278707266,rt @vipaninsan: #msg3successfulweeks hum sabhi ko pita g ke charno mein subha shaam ardaas karke simran karna chahiye ki swine flu jaldi kh…,"
Non Aggressive
",-
1278707267,@sirjadeja wah sir ji wah kya chillaya hai apne #indvssa,"
Non Aggressive
",-
1278707268,rt @marwadi_: kohali~rayudu ko kaha~ pe rakhemge? dhoni~naॉna straika pe| kohali~😂😂 #indvssa,"
Non Aggressive
",-
1278707269,jo mere rockstar papa se tackraye ga wo choor choor ho jaye ga #msgincinemas #gurmeetramrahim #msgthefilm,"
Covertly Aggressive
",General Non-threatening Aggression
1278707270,adavani ji ki trena calane se pahale hi naraja hokara ruka jaegi 😂😁 #prabhukirail #railbudget2015,"
Covertly Aggressive
",Political Aggression
1278707271,jeetne dete yaar!! agle world cup pata nahi pakistan ho naa ho. !! #indvspak #cwc15,"
Covertly Aggressive
",General Non-threatening Aggression
1278707272,@gurmeetramrahim #blockbustermsg aapko bhi bhut papagod,"
Non Aggressive
",-
1278707273,rt @mediavsindia: ghanaghora kali rata mem ceka tramsaphara karavane valom ko modi ji ne caya pe bulaya hai! aisi to kya maja़buri hai? enkaumtara ka irada …,"
Covertly Aggressive
",Political Aggression
1278707274,isa #mufflerman ke kamitamemta ko dekhie jisa dina sarakara choड़i usi dina se vapisa sarakara apana kamakaja zuru karana cahati hai.janata ka cm #aapsweep #ak49,"
Non Aggressive
",-
1278707275,lagaaige lagaaige abhi to #beefban pure deza mem lagaaige,"
Covertly Aggressive
",Political Aggression
1278707276,ippdu cheppandi.. #gopalagopalafirstlook pk movie kakapote.. ww trend etla avutadu.. sdzindabad pk unnadu ani 5 times chusa !!,"
Non Aggressive
",-
1278707277,"#aapsweep avara, pagala, divana to betaja ka badazaha hai lekina iz‍vara haramadeva ke kramtikari ko sadabuddhi de...sabako san‍mati de bhagavana","
Covertly Aggressive
",General Non-threatening Aggression
1278707278,#railbudget2015 sahi hai but logical nhi.,"
Covertly Aggressive
",General Non-threatening Aggression
1278707279,rt @aap4swaraaj: bjp: hum aapka 'dharam' badalna chahte hai aap: hum is desh ki 'rajneeti' badalna chahte hai result #aapsweep #aapkidill…,"
Covertly Aggressive
",Political Aggression
1278707280,apa ko jitane ke lie bhi lagata hai saba mile hue the ji #aapsweep,"
Covertly Aggressive
",Political Aggression
1278707283,rt @jsingh341: rt pawan_insan: rt harshdeepinsan: gurmeetramrahim #msgincinemas wow pita ji,"
Non Aggressive
",-
1278707284,chill dhawan 100 maarna hae ya khudki maarni hae #indvssa,"
Covertly Aggressive
",General Non-threatening Aggression
1278707285,@gurmeetramrahim #msgincinemas ap ji ki rehmat hey papa ji ram ji tu karta kmaaal hy http://t.co/1xckwbdgsh,"
Non Aggressive
",-
1278707286,#railbudget2015 -138 ha relveca helpalaina nambara asanara http://t.co/sgpxgq1tgv,"
Non Aggressive
",-
1278707287,rt @immugdhasingh: lucknow ki nawabi chaa gayi delhi me..pahle aap...pahle aap..jai ho! ~ (courtesy - harvijay singh bahia) #aapsweep #aapk…,"
Covertly Aggressive
",General Non-threatening Aggression
1278707288,#indvspak 1.2 billion log kal ki match dekhne wale h (estimated) 1200000000,"
Non Aggressive
",-
1278707289,"@gurmeetramrahim #blockbustermsg tu hi mera ek sacha yaar hai, jo har dharam majhab ki reet ko karta pyar hai thanx papajilovu #mustwatchmsg","
Non Aggressive
",-
1278707290,rt @itsmepanna: #indvssa aja to patakhe him nahim bama bhi phoda़emge,"
Covertly Aggressive
",General Non-threatening Aggression
1278707291,yessssss chak de india #cwc15 #indvssa #win #bleedblue #bruahhhh,"
Covertly Aggressive
",General Non-threatening Aggression
1278707292,hai ram..ye kaisa jharu chal gaya delhi me.!!#aapsweep #aapkidilli,"
Covertly Aggressive
",Political Aggression
1278707293,vaise gauhatya ke paksa mem mata dene valim ka mullom ko suara khilane ko lekara kya mata hai ?? #beefban,"
Covertly Aggressive
",Communal Aggression
1278707294,@sambitswaraj ji aajkal aapke bol bachchan tv channels par sunai nahi de rahe kya baat h? #aapsweep #aapstorm,"
Covertly Aggressive
",General Non-threatening Aggression
1278707295,rt @itsroma_: ab bowlers ke hawale yeh match sathio... #indvssa,"
Covertly Aggressive
",General Non-threatening Aggression
1278707296,ye india hai boss!! sunglasses emoticon #indvspak #cwc2015 http://t.co/gwop2jhlt4,"
Covertly Aggressive
",General Non-threatening Aggression
1278707297,ca~da ki mahapha़ila me anajane mila gae hamane dekha to saba jane pahacane mila gae mai badhata gaya sacca ke raste para vahi~ para mujhe sabha khajane mila gae #blockbustermsg,"
Non Aggressive
",-
1278707298,@aamaadmiparty breaking news: dillih aravimda kejarivala 15000 votom se age #aapstorm,"
Non Aggressive
",-
1278707299,rt @ibeingabhi: aba ye kisane kaha ki rata ko aruna lala kalai ka istemala karana nahim bhulate 😂 #indvssa @anil_artani,"
Covertly Aggressive
",General Non-threatening Aggression
1278707300,dhavana tusi cha gae! #cwg2015 #indvssa,"
Non Aggressive
",-
1278707301,rt @ekta555: @gurmeetramrahim #msgincinemas pitaji aab to maja aaye ga 💃💃💃💃👏👏👏👏✌✌✌✌✌✌✌👯👯👯👯👯pitaji jiska wait ho raha tha vo khusi aaj mileg…,"
Non Aggressive
",-
1278707302,@timesnow zhadu ka jadu chal gaya 😆 #aapsweep #feb10witharnab,"
Non Aggressive
",-
1278707303,anti collision device ki kya ज़rurata hai. hara trena ke age nasibavana ka फ़oto tamga do. #railbudget2015,"
Covertly Aggressive
",General Non-threatening Aggression
1278707304,"aukata nahim hai ku~vara sahaba se a~kha se a~kha milane ki, . . aura sale bata karate hai ghara se uthavane ki........ #indvspak @narendramodi","
Overtly Aggressive
",General Non-threatening Aggression
1278707305,aaj toh bjp ka rahul gandhi kat gaya. #aapsweep #delhidecides #kiskidilli,"
Covertly Aggressive
",General Non-threatening Aggression
1278707306,isa #railbudget2015 mem ye nahim bataya gaya ki jati ke adhara para kitani trena kisako mili hai ye kaha ka nyaya hai #tweetlike @ravishndtv :),"
Covertly Aggressive
",Political Aggression
1278707307,rt @arvindkerjiwal: 7 koyala blaॉkom ki paradarzi nilami se sambamdhita rajyom ko raॉyalti se lakhom karoda़ rupae mile haim: jetali #superbudget #unio…,"
Non Aggressive
",-
1278707308,@gurmeetramrahim #blockbustermsg.papa ke pyar mein hua yeh dil deewana.msg ke hero ka ban gaya ashiq mastana.rockingg http://t.co/jzjccfvxuu,"
Non Aggressive
",-
1278707309,"rt @hiren_geeta: hausala rakhiye itihasa gavaha hai ,ki jaba jaba bharata ke topa ardara ka ballebaja rana auta hua taba taba bharata jita hai || #cwc2015 #indvssa #ja…","
Non Aggressive
",-
1278707310,rt @bansalraman944: @gurmeetramrahim philma me apaka hara eka sina dila ko chu lene vala hai jisa taraha yaha selphi...kyum ki eha rabba di banai hoi hai #b…,"
Non Aggressive
",-
1278707311,"zaज़iya ilmi aura vinoda kumara binni ki stithi kucha aisi hogi ki dhobi ka kutta, na ghara ka na ghata ka| #delhidecides","
Covertly Aggressive
",Political Aggression
1278707312,rt @jayantsjy: sachai main bahot taaquat hoti hai bhai ! #aapsweep,"
Covertly Aggressive
",General Non-threatening Aggression
1278707313,pathaakhee!!... hummm phodengee!! :[] :d #indvspak #cwc2015 burraaaaa... ahahahahahaha... 6-0,"
Covertly Aggressive
",General Non-threatening Aggression
1278707314,13 feb ka din msg ko leke aaya hai msg rockstar ki bollywood mein dhamakedaar entry hui hai sangat ko badhai ho use #msgincinemas hastag,"
Non Aggressive
",-
1278707315,@gurmeetramrahim @fabulouslyflora @msgthefilm ho gayi pass #msgincinemas burrrrrrrraaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah http://t.co/ifwnmcbd1y,"
Non Aggressive
",-
1278707316,"#indvssa aja to @ravishndtv bhi maica dekha rahai hai,","
Non Aggressive
",-
1278707317,@gurmeetramrahim #blockbustermsg dhan dhan satguru tera hi asra pita ji apko bhi pita ji ....thank pita ji .....,"
Non Aggressive
",-
1278707318,ache din bohut buri tarah aagaye! 👎 #beefban,"
Covertly Aggressive
",General Non-threatening Aggression
1278707319,modi ji ne phona kara ke kejarivala ji ko badhai ke satha apane telara ka phona nambara bhi diya| #delhidecides #aapkidilli,"
Covertly Aggressive
",General Non-threatening Aggression
1278707320,haris sohail.. bhai out ho jaa ab. thak gaya hoga tu khelte khelte #indvspak #wontgiveitback,"
Covertly Aggressive
",General Non-threatening Aggression
1278707321,jao #shamitabh dekho aisi picture roz nhi banti @srbachchan sir ki actng dekho @dhanushkraja ka style dekho @aksharahaasan1 ki aankhen dekho,"
Covertly Aggressive
",General Non-threatening Aggression
1278707322,ab ye afwah kaun uda raha hai ki ghar ki chhat par jhadu latkaane se free wifi milega... #aapsweep #delhidecides #aapstorm :p,"
Covertly Aggressive
",Political Aggression
1278707323,uttar se dakhshin tak pura pradhan badal daala humne to jhaado ka batan daba k pura hindustan badal dala wah! wah! #aapsweep #5saalkejriwal,"
Covertly Aggressive
",Political Aggression
1278707324,#msg3successfulweeks maine dekho paya 2 jahan se sohna yaar @gurmeetramrahim iss yaar ko pane liye maine kiya lamba intezar,"
Non Aggressive
",-
1278707325,"kiwe rokega tu #msgthefilm nu, bure muh waliya ye rub ki bnai hui h, jisne kal ki leed nikali hui h. #isupportmsginpunjab #msgincinemas","
Non Aggressive
",-
1278707326,"bc kisne kaha tha apna alag desh maangne ke liye. mrate raho ab. bijli hai ni, chle the match jeetne #indvspak","
Overtly Aggressive
",General Non-threatening Aggression
1278707327,@abhisar_sharma ye andar ki baat hai parnell hamare saath hai #indvssa,"
Covertly Aggressive
",General Non-threatening Aggression
1278707328,woohoo!!! 7th wicket bitches !! yeeaaaahh #bleedblue #indvspak,"
Non Aggressive
",-
1278707329,akela misbah kitni der tak hilayega be ab.. #indvspak,"
Covertly Aggressive
",General Non-threatening Aggression
1278707330,kejarivala ji bahuta chote adami hai lagabhaga 5 phuta 5 imca ke #kiskidilli #delhidecides,"
Covertly Aggressive
",General Non-threatening Aggression
1278707331,"mere priya pakistani bhai bahana basa cara sala aura ruka jao, dobara mauka milega eka aura bata apane sare patakhe #olx aura #quikr para bemca de #indvspak lol","
Covertly Aggressive
",General Non-threatening Aggression
1278707332,@gurmeetramrahim #msgincinemas ho gayi aja zuruata sabape pyara ki barasata hara koi mamge apaka7 sinema mem jaha~ namga naca hota tha aja rama nama ho raha hai,"
Non Aggressive
",-
1278707333,aap mujhe acche lagane lage 😊 #aapstorm,"
Non Aggressive
",-
1278707334,dekho bhai aaj koi romantic shayeri mat nehi toh pel dunga #indvspak,"
Overtly Aggressive
",Sexual Aggression
1278707335,"#cwc15 #indvssa daksina aphrika ko tisara jhataka, ebi divilayarsa 30 rana banakara auta--http://t.co/kejgnsov9y","
Non Aggressive
",-
1278707336,@ani_news #railbudget2015 haan sab free mein baant do aur dooba do railways ko.,"
Covertly Aggressive
",Political Aggression
1278707337,"@gurmeetramrahim #blockbustermsg teri di rhmtan lakh janam koi suna na ske itni khushi bakshi bapu mahne, jiski mahri kdi oqat na thi♡♥♡","
Non Aggressive
",-
1278707338,ayaza bhabhi krpaya karake zikhara bhai ko baumsara khelane ki praiktisa karaye | #indvssa,"
Covertly Aggressive
",General Non-threatening Aggression
1278707339,"kucha khasa nahi,basa itani si hai, ye mohabbata meri. hara rata ka akhari khayala, aura hara subaha ki,pahali soca ho tuma 💝💝 @gurmeetramrahim #blockbustermsg","
Non Aggressive
",-
1278707340,"rela bajata ka taraha agara ama bajata bhi hua , to| ..... #railbudget2015 #budget2015","
Covertly Aggressive
",Political Aggression
1278707341,patake nikal lo bhai logon aaj #mauka mil gaya. #indvssa,"
Covertly Aggressive
",General Non-threatening Aggression
1278707342,@gurmeetramrahim #msgincinemas waoooooooooo pita jiii....awsm movie.............mjaa aa gyaaaaaa.....dil kr rha hai baar baar dekhee......:),"
Non Aggressive
",-
1278707343,rt @dukesgodhwani: sigareta tambaku mahamga hoga :@arunjaitley good decision #modikabudget #sabkabudget #unionbudget2015 http://t.co/bcsauk15…,"
Non Aggressive
",-
1278707344,robarta vadra bhi eka trena banakara traika para choda़ dega aura vo trena jaha~ se bhi gujaregi vaha~ ki jamina vadra ke nama karati jaaigi| #railbudget2015,"
Covertly Aggressive
",General Non-threatening Aggression
1278707345,aura #themodibudget ke bada acchi khabara india ne uae ko 9 viketa se hara diya. buri khabara ke bada hi acchi khabara kyom ati hai. #budget2015 #indvsuae,"
Non Aggressive
",-
1278707346,bjp to congress : hum saath saat bhi nahi hai. opposition bhi nahi form kar sakte. humaari toh sach mei lul ho gayi. #aapsweep #aapkidilli,"
Covertly Aggressive
",Political Aggression
1278707347,#railbudget2015 highlights: stezanom para liphta aura sidha़iyom ke lie 120 karoda़ rupaye,"
Non Aggressive
",-
1278707348,@gurmeetramrahim #blockbustermsg nonu paa ji sewa smrn khub parmarth kre is kabil bnae rkhna tere darsh didar andr bahr kr jae tumhe pa jae,"
Non Aggressive
",-
1278707349,"mumbai-thane janataki krpase #bhajapa ke sabhi samsada cunakara aye|aba apeksa hai ki ""prabhu"" krpase lokala pravasiyomke acche dina ayemge| #railbudget2015","
Covertly Aggressive
",General Non-threatening Aggression
1278707350,"...aura hada to taba ho gai jaba abhi modi se ""caya para carca"" ke bada kejarivala se unase apane satha caya pine ke lie 20000 rupaye ka camda mamga liya| #aapsweep","
Covertly Aggressive
",Political Aggression
1278707351,@gurmeetramrahim taripha karu kya apaki satagura jo apane msg movie ko banaya | dhana dhana sataguru tera hi asara | #mustwatchmsg #msgincinemas,"
Non Aggressive
",-
1278707352,aba agara ama adami parti vakai imanadari se calati hai to bijepi to gayi samajha lo| #delhidecides,"
Non Aggressive
",-
1278707353,rt @banarasi_mata: aba to up bolate haim agara mupha़ta ka wifi mila jae to laipataॉpa hamase le jana sp ne mupha़ta diya tha😂😀😁 #aapsweep #delhidecides @at…,"
Covertly Aggressive
",Political Aggression
1278707354,"modi to kejri: ""aaj khush to bahut hoge tum"" #delhidecides","
Non Aggressive
",-
